transaction_id,card_id,issuer_bank,acquirer_bank,channel,mcc,mcc_description,amount,currency,timestamp,city,latitude,longitude,is_fraud,fraud_pattern
TXN0900582,CARD000996,CABS,FBC Bank,Internet Banking,5999,Retail - Misc,2.49,USD,2025-01-01 04:40:07,Bulawayo,-20.15640831945238,28.593820101853336,1,card_testing
TXN0900578,CARD000996,CABS,BancABC,Internet Banking,5999,Retail - Misc,1.54,USD,2025-01-01 04:40:22,Bulawayo,-20.111430771936632,28.589896210951128,1,card_testing
TXN0056681,CARD000023,Steward Bank,Ecobank,POS,4900,Utilities,39.67,ZWG,2025-01-01 04:45:33,Bulawayo,-20.137760979918376,28.58147023492669,0,none
TXN0900583,CARD000996,CABS,Ecobank,Internet Banking,5999,Retail - Misc,1.24,USD,2025-01-01 04:47:22,Bulawayo,-20.171214872248207,28.63288920351969,1,card_testing
TXN0034635,CARD000322,NMB Bank,POSB,ATM,6011,ATM/Cash Withdrawal,92.9,USD,2025-01-01 05:03:44,Bulawayo,-20.149724947320816,28.585468315091717,0,none
TXN0005337,CARD002414,CBZ Bank,BancABC,POS,4900,Utilities,129.36,USD,2025-01-01 05:05:53,Mutare,-18.988991984386633,32.67033535197878,0,none
TXN0031411,CARD003489,ZB Bank,CBZ Bank,Mobile Money,6051,Money Transfer,121.62,USD,2025-01-01 05:18:30,Victoria Falls,-17.933982518074828,25.847471944900633,0,none
TXN0029104,CARD000508,NMB Bank,BancABC,Mobile Money,6051,Money Transfer,57.0,ZWG,2025-01-01 05:30:16,Masvingo,-20.1097614152508,30.846750321205707,0,none
TXN0047617,CARD000780,POSB,Ecobank,POS,5912,Pharmacies,37.16,USD,2025-01-01 05:33:19,Mutare,-18.98222034613716,32.66463454284837,0,none
TXN0030757,CARD003837,CBZ Bank,POSB,Internet Banking,6051,Money Transfer,72.8,USD,2025-01-01 05:37:34,Chinhoyi,-17.385711483627446,30.155049029667463,0,none
TXN0048348,CARD001509,CBZ Bank,CABS,POS,4814,Telecom/Airtime,35.99,USD,2025-01-01 05:43:40,Gweru,-19.477824449966445,29.8038847625304,0,none
TXN0018778,CARD000473,Steward Bank,Stanbic Bank,ZIPIT,6051,Money Transfer,181.34,ZWG,2025-01-01 05:43:45,Kwekwe,-18.909773497338726,29.8658148110351,0,none
TXN0052454,CARD002095,Stanbic Bank,NMB Bank,ATM,6011,ATM/Cash Withdrawal,258.24,ZWG,2025-01-01 05:54:23,Chinhoyi,-17.355187383433904,30.213371849583353,0,none
TXN0041752,CARD002110,FBC Bank,BancABC,ZIPIT,6051,Money Transfer,16.53,USD,2025-01-01 06:02:24,Bulawayo,-20.147714095685675,28.556013938042568,0,none
TXN0048869,CARD003328,Stanbic Bank,Steward Bank,ZIPIT,6051,Money Transfer,33.76,USD,2025-01-01 06:06:01,Chinhoyi,-17.346854612534322,30.218369756796097,0,none
TXN0006827,CARD003605,ZB Bank,Ecobank,ZIPIT,6051,Money Transfer,11.55,ZWG,2025-01-01 06:07:45,Chinhoyi,-17.361265201115557,30.173855444160314,0,none
TXN0030109,CARD002308,CABS,Steward Bank,ATM,6011,ATM/Cash Withdrawal,148.54,ZWG,2025-01-01 06:09:15,Harare,-17.817326083892397,31.045910494712952,0,none
TXN0058238,CARD002642,Ecobank,Ecobank,POS,6051,Money Transfer,131.81,USD,2025-01-01 06:09:36,Victoria Falls,-17.919569978283587,25.85545429960132,0,none
TXN0051948,CARD003838,CABS,Stanbic Bank,ATM,6011,ATM/Cash Withdrawal,81.59,USD,2025-01-01 06:12:11,Kwekwe,-18.925950579058732,29.848209828435074,0,none
TXN0011763,CARD002148,CBZ Bank,Steward Bank,ATM,6011,ATM/Cash Withdrawal,45.79,ZWG,2025-01-01 06:24:52,Masvingo,-20.08633128080518,30.834656708464873,0,none
TXN0032617,CARD002660,Ecobank,NMB Bank,POS,5999,Retail - Misc,52.14,USD,2025-01-01 06:25:33,Harare,-17.819035716397483,31.051861866165726,0,none
TXN0034440,CARD002429,Stanbic Bank,CABS,Internet Banking,6051,Money Transfer,55.8,USD,2025-01-01 06:28:33,Harare,-17.829928044726895,31.077099124676636,0,none
TXN0008356,CARD000394,CABS,FBC Bank,ATM,6011,ATM/Cash Withdrawal,1.0,ZWG,2025-01-01 06:31:51,Mutare,-18.93369584132961,32.66722994101079,0,none
TXN0045192,CARD001132,Stanbic Bank,FBC Bank,ZIPIT,6051,Money Transfer,30.8,USD,2025-01-01 06:33:20,Bulawayo,-20.14315172425309,28.60431570668833,0,none
TXN0040520,CARD002881,NMB Bank,Stanbic Bank,POS,4814,Telecom/Airtime,18.87,USD,2025-01-01 06:37:34,Harare,-17.82205406053954,31.06474635169816,0,none
TXN0044879,CARD000300,CABS,Ecobank,Mobile Money,6051,Money Transfer,81.42,ZWG,2025-01-01 06:41:14,Masvingo,-20.09086533593419,30.846190574205636,0,none
TXN0056256,CARD002029,POSB,Stanbic Bank,POS,5912,Pharmacies,49.42,ZWG,2025-01-01 06:42:40,Victoria Falls,-17.9360555647771,25.824156918835936,0,none
TXN0024592,CARD000152,Ecobank,POSB,Internet Banking,6051,Money Transfer,54.49,ZWG,2025-01-01 06:51:02,Kwekwe,-18.934433609397534,29.795119696764132,0,none
TXN0039143,CARD003627,Ecobank,ZB Bank,Mobile Money,6051,Money Transfer,54.76,USD,2025-01-01 06:52:44,Chinhoyi,-17.351758561898937,30.222038750862357,0,none
TXN0051018,CARD001456,Stanbic Bank,ZB Bank,POS,5999,Retail - Misc,61.28,USD,2025-01-01 06:58:15,Masvingo,-20.05551871856709,30.821010893165738,0,none
TXN0013887,CARD000596,CBZ Bank,FBC Bank,POS,5912,Pharmacies,132.63,ZWG,2025-01-01 07:08:17,Bulawayo,-20.107303672291994,28.567810684899612,0,none
TXN0011204,CARD001171,ZB Bank,CABS,POS,4900,Utilities,32.41,ZWG,2025-01-01 07:13:30,Bulawayo,-20.178578790237285,28.60542598517455,0,none
TXN0032349,CARD001746,Ecobank,POSB,POS,6051,Money Transfer,43.73,USD,2025-01-01 07:32:29,Gweru,-19.435132841106853,29.856637441790213,0,none
TXN0034267,CARD001654,NMB Bank,Steward Bank,POS,5311,Department Stores,20.05,ZWG,2025-01-01 07:34:03,Gweru,-19.487610230167522,29.769900400127188,0,none
TXN0005661,CARD001756,POSB,Stanbic Bank,POS,5999,Retail - Misc,83.08,USD,2025-01-01 07:36:50,Mutare,-18.966578845731927,32.7031352005203,0,none
TXN0006305,CARD000498,Steward Bank,BancABC,ZIPIT,6051,Money Transfer,49.64,ZWG,2025-01-01 07:44:10,Mutare,-18.97429431531519,32.713338928449616,0,none
TXN0027956,CARD000679,BancABC,FBC Bank,ATM,6011,ATM/Cash Withdrawal,97.3,ZWG,2025-01-01 07:46:54,Victoria Falls,-17.934402148019466,25.87616289166897,0,none
TXN0005649,CARD000918,POSB,NMB Bank,POS,5411,Grocery Stores,35.8,ZWG,2025-01-01 07:50:26,Bulawayo,-20.164567975316572,28.56543556694651,0,none
TXN0040100,CARD000902,ZB Bank,NMB Bank,POS,6011,ATM/Cash Withdrawal,220.77,ZWG,2025-01-01 07:52:13,Mutare,-18.94403869668644,32.69179135597413,0,none
TXN0038630,CARD002889,Steward Bank,BancABC,POS,5651,Clothing,36.55,ZWG,2025-01-01 07:54:26,Victoria Falls,-17.909497971675435,25.86840392477935,0,none
TXN0006457,CARD002665,CABS,NMB Bank,POS,5311,Department Stores,85.77,ZWG,2025-01-01 07:57:49,Bulawayo,-20.158831313508244,28.57578205633692,0,none
TXN0052080,CARD003666,CABS,Steward Bank,Internet Banking,6051,Money Transfer,70.8,ZWG,2025-01-01 07:58:21,Mutare,-18.958495253872503,32.65818114373945,0,none
TXN0019502,CARD002682,Steward Bank,POSB,POS,5999,Retail - Misc,38.39,ZWG,2025-01-01 08:00:39,Kwekwe,-18.919173223975143,29.804895594834402,0,none
TXN0015087,CARD002381,FBC Bank,CABS,Mobile Money,6051,Money Transfer,28.5,USD,2025-01-01 08:00:52,Kwekwe,-18.96433179881485,29.811987252862775,0,none
TXN0002352,CARD003794,CABS,NMB Bank,ATM,6011,ATM/Cash Withdrawal,1.0,ZWG,2025-01-01 08:02:06,Victoria Falls,-17.926245427700266,25.859298058479798,0,none
TXN0034081,CARD000896,CBZ Bank,Ecobank,ZIPIT,6051,Money Transfer,110.33,ZWG,2025-01-01 08:02:14,Masvingo,-20.067705210844345,30.853073408337238,0,none
TXN0037376,CARD000094,Steward Bank,CBZ Bank,ATM,6011,ATM/Cash Withdrawal,179.5,USD,2025-01-01 08:03:07,Bulawayo,-20.152031337764313,28.615516879833734,0,none
TXN0027750,CARD003288,CBZ Bank,FBC Bank,ATM,6011,ATM/Cash Withdrawal,137.0,ZWG,2025-01-01 08:03:56,Chinhoyi,-17.37441459045739,30.16975731413665,0,none
TXN0017212,CARD001006,Ecobank,ZB Bank,POS,5411,Grocery Stores,27.41,ZWG,2025-01-01 08:08:32,Masvingo,-20.069082165541776,30.86385448797756,0,none
TXN0029802,CARD000955,Ecobank,NMB Bank,POS,6011,ATM/Cash Withdrawal,147.56,USD,2025-01-01 08:20:33,Gweru,-19.439810541689674,29.801945767362376,0,none
TXN0021066,CARD001204,BancABC,Steward Bank,POS,5999,Retail - Misc,22.42,ZWG,2025-01-01 08:21:03,Bulawayo,-20.153959921223972,28.56992375167322,0,none
TXN0015236,CARD002547,NMB Bank,POSB,Mobile Money,6051,Money Transfer,118.53,USD,2025-01-01 08:21:12,Gweru,-19.40589239680688,29.833671894458853,0,none
TXN0022733,CARD003288,CBZ Bank,CABS,POS,5812,Restaurants,1.0,ZWG,2025-01-01 08:25:56,Chinhoyi,-17.353445734134006,30.224763941541532,0,none
TXN0054875,CARD002712,Ecobank,CABS,Mobile Money,6051,Money Transfer,37.66,ZWG,2025-01-01 08:28:34,Chinhoyi,-17.352766999869527,30.198841319582666,0,none
TXN0026261,CARD000743,Ecobank,Ecobank,ATM,6011,ATM/Cash Withdrawal,48.3,ZWG,2025-01-01 08:32:33,Victoria Falls,-17.912809521086803,25.864315715601613,0,none
TXN0035721,CARD001586,Stanbic Bank,BancABC,ATM,6011,ATM/Cash Withdrawal,86.33,ZWG,2025-01-01 08:38:14,Victoria Falls,-17.95377740034919,25.844394551003276,0,none
TXN0014333,CARD000989,Steward Bank,BancABC,Mobile Money,6051,Money Transfer,49.99,USD,2025-01-01 08:39:56,Gweru,-19.459104283767847,29.844332192059976,0,none
TXN0015252,CARD003845,CABS,POSB,POS,5651,Clothing,34.46,USD,2025-01-01 08:40:09,Chinhoyi,-17.40078615722349,30.20809587267639,0,none
TXN0049290,CARD000034,Ecobank,BancABC,ZIPIT,6051,Money Transfer,176.18,ZWG,2025-01-01 08:46:03,Gweru,-19.447541584531162,29.84434127945485,0,none
TXN0016818,CARD001579,FBC Bank,CBZ Bank,ZIPIT,6051,Money Transfer,85.54,ZWG,2025-01-01 08:49:41,Mutare,-18.979085036280388,32.65156061606684,0,none
TXN0000936,CARD003958,FBC Bank,POSB,ZIPIT,6051,Money Transfer,42.87,ZWG,2025-01-01 08:51:29,Harare,-17.823032428782028,31.049756822571414,0,none
TXN0016156,CARD002486,FBC Bank,BancABC,Mobile Money,6051,Money Transfer,162.31,USD,2025-01-01 08:53:57,Gweru,-19.44417080910442,29.83957129825329,0,none
TXN0008136,CARD002120,POSB,Steward Bank,POS,5999,Retail - Misc,47.53,ZWG,2025-01-01 09:03:03,Mutare,-18.997112166062944,32.64996413915267,0,none
TXN0051240,CARD002994,POSB,BancABC,POS,5812,Restaurants,97.56,ZWG,2025-01-01 09:05:56,Chinhoyi,-17.371266639853573,30.190970442081525,0,none
TXN0007660,CARD003184,ZB Bank,Ecobank,Mobile Money,6051,Money Transfer,31.39,ZWG,2025-01-01 09:09:40,Harare,-17.831747464537415,31.040333903357162,0,none
TXN0058240,CARD002678,FBC Bank,Steward Bank,POS,6011,ATM/Cash Withdrawal,31.25,ZWG,2025-01-01 09:10:05,Victoria Falls,-17.925852768199352,25.85194668261916,0,none
TXN0052906,CARD003902,ZB Bank,Steward Bank,POS,7011,Hotels,26.15,ZWG,2025-01-01 09:16:10,Harare,-17.805100081790474,31.050828864584012,0,none
TXN0037962,CARD001968,CABS,Steward Bank,Internet Banking,6051,Money Transfer,22.26,USD,2025-01-01 09:20:00,Chinhoyi,-17.387849379244585,30.186824194347288,0,none
TXN0033034,CARD000032,Stanbic Bank,Stanbic Bank,ZIPIT,6051,Money Transfer,1.0,ZWG,2025-01-01 09:22:12,Chinhoyi,-17.406203410088175,30.166210407816813,0,none
TXN0038414,CARD000910,ZB Bank,CABS,POS,6011,ATM/Cash Withdrawal,24.4,USD,2025-01-01 09:23:26,Harare,-17.803724807043885,31.083245771338817,0,none
TXN0035202,CARD000841,FBC Bank,CBZ Bank,POS,5999,Retail - Misc,15.81,ZWG,2025-01-01 09:24:57,Kwekwe,-18.93605734514112,29.796140393688074,0,none
TXN0026865,CARD001142,CABS,FBC Bank,Internet Banking,6051,Money Transfer,105.6,ZWG,2025-01-01 09:28:38,Harare,-17.861594444897772,31.10334109004332,0,none
TXN0012617,CARD000950,ZB Bank,CBZ Bank,POS,5411,Grocery Stores,67.6,ZWG,2025-01-01 09:29:34,Harare,-17.86039492136563,31.055174579536857,0,none
TXN0008085,CARD002826,POSB,Ecobank,ZIPIT,6051,Money Transfer,30.77,USD,2025-01-01 09:29:36,Harare,-17.794308243510724,31.037634943374986,0,none
TXN0031155,CARD001246,CABS,Stanbic Bank,Mobile Money,6051,Money Transfer,51.74,ZWG,2025-01-01 09:30:15,Victoria Falls,-17.875724149800675,25.840385557796335,0,none
TXN0015793,CARD000518,Ecobank,FBC Bank,Internet Banking,6051,Money Transfer,16.81,ZWG,2025-01-01 09:33:58,Gweru,-19.421428051817923,29.817100268095263,0,none
TXN0034560,CARD000372,Stanbic Bank,CABS,ATM,6011,ATM/Cash Withdrawal,116.61,USD,2025-01-01 09:34:10,Mutare,-18.97803329301719,32.664117286363165,0,none
TXN0012191,CARD003488,FBC Bank,Stanbic Bank,POS,5912,Pharmacies,14.23,USD,2025-01-01 09:34:29,Victoria Falls,-17.932142759051988,25.897132833751865,0,none
TXN0036838,CARD000941,CBZ Bank,BancABC,ZIPIT,6051,Money Transfer,136.98,ZWG,2025-01-01 09:44:20,Kwekwe,-18.90828156522069,29.848120162765873,0,none
TXN0026709,CARD001941,CABS,NMB Bank,POS,5812,Restaurants,56.49,USD,2025-01-01 09:45:38,Harare,-17.843999449252195,31.06331239376736,0,none
TXN0052945,CARD001129,Ecobank,Ecobank,POS,5812,Restaurants,44.96,USD,2025-01-01 09:47:21,Kwekwe,-18.95431242292737,29.770237422273073,0,none
TXN0031874,CARD003283,CBZ Bank,ZB Bank,Internet Banking,6051,Money Transfer,24.01,ZWG,2025-01-01 09:49:40,Mutare,-18.96432053077873,32.66030443482021,0,none
TXN0030712,CARD003408,Stanbic Bank,FBC Bank,POS,4814,Telecom/Airtime,72.13,ZWG,2025-01-01 09:53:16,Kwekwe,-18.94037661257207,29.76981393112856,0,none
TXN0016972,CARD000283,Stanbic Bank,ZB Bank,ATM,6011,ATM/Cash Withdrawal,14.84,ZWG,2025-01-01 09:58:59,Mutare,-18.978347235251363,32.721732605661636,0,none
